Date,Gen-Biomass,Gen-Coal,Gen-Gas,Gen-Oil,Gen-Hydro,Gen-Solar,Gen-Wind,Gen-Other,Con-Hydro,Load
2022-01-01 00:00:00+01:00,223.0,8200.0,1059.0,280.0,178.0,0.0,4256.0,0,3.0,14911.0
2022-01-01 01:00:00+01:00,221.0,8107.0,1060.0,280.0,176.0,0.0,4244.0,0,0.0,14438.0
2022-01-01 02:00:00+01:00,221.0,8149.0,1067.0,277.0,199.0,0.0,4071.0,0,0.0,13935.0
2022-01-01 03:00:00+01:00,223.0,8264.0,1061.0,276.0,216.0,0.0,3997.0,0,0.0,13579.0
2022-01-01 04:00:00+01:00,225.0,8041.0,1061.0,276.0,238.0,0.0,4105.0,0,0.0,13397.0
2022-01-01 05:00:00+01:00,229.0,8037.0,1060.0,275.0,245.0,0.0,4085.0,0,0.0,13364.0
2022-01-01 06:00:00+01:00,230.0,8111.0,1057.0,275.0,242.0,0.0,3902.0,0,0.0,13449.0
2022-01-01 07:00:00+01:00,232.0,8124.0,1057.0,275.0,234.0,0.0,3837.0,0,0.0,13444.0
2022-01-01 08:00:00+01:00,231.0,8006.0,1055.0,276.0,227.0,21.0,3891.0,0,0.0,13527.0
2022-01-01 09:00:00+01:00,234.0,8270.0,1061.0,277.0,241.0,114.0,3951.0,0,34.0,14202.0
2022-01-01 10:00:00+01:00,232.0,8460.0,1058.0,276.0,219.0,219.0,3732.0,0,22.0,14851.0
2022-01-01 11:00:00+01:00,230.0,9138.0,1059.0,276.0,211.0,300.0,3525.0,0,3.0,15643.0
2022-01-01 12:00:00+01:00,231.0,10361.0,1069.0,277.0,202.0,310.0,3271.0,0,0.0,16235.0
2022-01-01 13:00:00+01:00,230.0,11073.0,1061.0,279.0,214.0,249.0,2878.0,0,4.0,16712.0
2022-01-01 14:00:00+01:00,230.0,11452.0,1062.0,281.0,226.0,162.0,2485.0,0,15.0,16874.0
2022-01-01 15:00:00+01:00,230.0,12045.0,1059.0,282.0,378.0,51.0,1997.0,0,152.0,17032.0
2022-01-01 16:00:00+01:00,229.0,12450.0,1061.0,281.0,680.0,1.0,1458.0,0,395.0,17715.0
2022-01-01 17:00:00+01:00,229.0,12304.0,1076.0,279.0,1076.0,0.0,1122.0,0,779.0,17887.0
2022-01-01 18:00:00+01:00,229.0,12091.0,1058.0,281.0,1046.0,0.0,858.0,0,744.0,17929.0
2022-01-01 19:00:00+01:00,229.0,12048.0,1060.0,281.0,1093.0,0.0,668.0,0,793.0,17898.0
2022-01-01 20:00:00+01:00,230.0,11924.0,1063.0,283.0,1044.0,0.0,670.0,0,764.0,17594.0
2022-01-01 21:00:00+01:00,230.0,11866.0,1077.0,283.0,764.0,0.0,721.0,0,504.0,16972.0
2022-01-01 22:00:00+01:00,229.0,11428.0,1071.0,280.0,643.0,0.0,753.0,0,422.0,16426.0
2022-01-01 23:00:00+01:00,229.0,10632.0,1069.0,283.0,286.0,0.0,878.0,0,70.0,15411.0
2022-01-02 00:00:00+01:00,225.0,10109.0,1100.0,285.0,211.0,0.0,1329.0,0,0.0,14480.0
2022-01-02 01:00:00+01:00,224.0,9134.0,1084.0,284.0,210.0,0.0,1861.0,0,0.0,13833.0
2022-01-02 02:00:00+01:00,224.0,8652.0,1081.0,284.0,210.0,0.0,2306.0,0,0.0,13451.0
2022-01-02 03:00:00+01:00,224.0,8498.0,1069.0,285.0,210.0,0.0,2746.0,0,0.0,13267.0
2022-01-02 04:00:00+01:00,229.0,8322.0,1042.0,285.0,209.0,0.0,3169.0,0,0.0,13326.0
2022-01-02 05:00:00+01:00,222.0,8505.0,1071.0,275.0,208.0,0.0,3345.0,0,0.0,13714.0
2022-01-02 06:00:00+01:00,233.0,8631.0,1082.0,287.0,245.0,0.0,3504.0,0,0.0,14230.0
2022-01-02 07:00:00+01:00,234.0,8682.0,1091.0,280.0,250.0,0.0,3522.0,0,0.0,14542.0
