Date,Gen-Biomass,Gen-Coal,Gen-Gas,Gen-Oil,Gen-Hydro,Gen-Solar,Gen-Wind,Gen-Other,Con-Hydro,Load
2023-01-01 00:00:00+01:00,204.0,6592.0,836.0,313.0,213.0,0.0,5529.0,0,0.0,13272.0
2023-01-01 01:00:00+01:00,179.0,6926.0,894.0,312.0,337.0,0.0,4251.0,0,123.0,12509.0
2023-01-01 02:00:00+01:00,179.0,7640.0,1099.0,312.0,214.0,0.0,3125.0,0,0.0,11845.0
2023-01-01 03:00:00+01:00,179.0,7485.0,904.0,313.0,214.0,0.0,3487.0,0,0.0,11462.0
2023-01-01 04:00:00+01:00,180.0,7048.0,833.0,311.0,214.0,0.0,4258.0,0,0.0,11454.0
2023-01-01 05:00:00+01:00,179.0,6626.0,849.0,309.0,214.0,0.0,4474.0,0,0.0,11561.0
2023-01-01 06:00:00+01:00,179.0,6517.0,838.0,307.0,214.0,0.0,4497.0,0,0.0,11651.0
2023-01-01 07:00:00+01:00,179.0,6526.0,843.0,309.0,214.0,8.0,4566.0,0,0.0,11707.0
2023-01-01 08:00:00+01:00,179.0,6593.0,848.0,311.0,218.0,351.0,4338.0,0,0.0,11897.0
2023-01-01 09:00:00+01:00,178.0,6595.0,849.0,309.0,225.0,1116.0,4223.0,0,0.0,12449.0
2023-01-01 10:00:00+01:00,179.0,6609.0,859.0,307.0,224.0,1975.0,4156.0,0,0.0,13042.0
2023-01-01 11:00:00+01:00,178.0,6520.0,857.0,306.0,220.0,2399.0,4525.0,0,0.0,13588.0
2023-01-01 12:00:00+01:00,191.0,6451.0,855.0,303.0,220.0,2217.0,5247.0,0,0.0,14027.0
2023-01-01 13:00:00+01:00,196.0,6666.0,881.0,299.0,219.0,1602.0,5709.0,0,0.0,14417.0
2023-01-01 14:00:00+01:00,197.0,6602.0,872.0,301.0,219.0,714.0,6466.0,0,0.0,14699.0
2023-01-01 15:00:00+01:00,195.0,6553.0,896.0,302.0,232.0,141.0,6702.0,0,0.0,15123.0
2023-01-01 16:00:00+01:00,196.0,6980.0,926.0,303.0,520.0,0.0,6506.0,0,273.0,16191.0
2023-01-01 17:00:00+01:00,196.0,7067.0,784.0,301.0,805.0,0.0,6116.0,0,495.0,16482.0
2023-01-01 18:00:00+01:00,197.0,7641.0,601.0,293.0,1111.0,0.0,5601.0,0,788.0,16577.0
2023-01-01 19:00:00+01:00,195.0,8141.0,593.0,291.0,1231.0,0.0,4832.0,0,907.0,16507.0
2023-01-01 20:00:00+01:00,195.0,8435.0,596.0,295.0,1078.0,0.0,4240.0,0,758.0,16161.0
2023-01-01 21:00:00+01:00,195.0,8404.0,610.0,300.0,830.0,0.0,3943.0,0,588.0,15468.0
2023-01-01 22:00:00+01:00,195.0,8219.0,627.0,302.0,574.0,0.0,3451.0,0,346.0,14698.0
2023-01-01 23:00:00+01:00,213.0,8209.0,632.0,302.0,303.0,0.0,3009.0,0,75.0,13749.0
2023-01-02 00:00:00+01:00,242.0,8481.0,667.0,302.0,252.0,0.0,2742.0,0,30.0,13061.0
2023-01-02 01:00:00+01:00,243.0,8334.0,718.0,303.0,231.0,0.0,2457.0,0,10.0,12670.0
2023-01-02 02:00:00+01:00,242.0,8341.0,791.0,302.0,221.0,0.0,2099.0,0,0.0,12463.0
2023-01-02 03:00:00+01:00,241.0,8274.0,818.0,301.0,221.0,0.0,2216.0,0,0.0,12498.0
2023-01-02 04:00:00+01:00,242.0,8811.0,834.0,302.0,221.0,0.0,2476.0,0,0.0,12941.0
2023-01-02 05:00:00+01:00,242.0,9410.0,849.0,303.0,221.0,0.0,2981.0,0,0.0,14033.0
2023-01-02 06:00:00+01:00,243.0,10391.0,1014.0,304.0,223.0,0.0,3611.0,0,3.0,17060.0
2023-01-02 07:00:00+01:00,249.0,10708.0,1006.0,298.0,240.0,15.0,4418.0,0,19.0,19174.0
2023-01-02 08:00:00+01:00,248.0,10622.0,1092.0,299.0,1049.0,252.0,5153.0,0,822.0,20275.0
2023-01-02 09:00:00+01:00,249.0,10775.0,1141.0,300.0,772.0,900.0,5317.0,0,536.0,20899.0
2023-01-02 10:00:00+01:00,249.0,10760.0,1059.0,297.0,245.0,1535.0,5311.0,0,8.0,20931.0
2023-01-02 11:00:00+01:00,249.0,10520.0,1100.0,299.0,237.0,1887.0,5125.0,0,0.0,20995.0
2023-01-02 12:00:00+01:00,249.0,10832.0,1207.0,297.0,233.0,1851.0,4957.0,0,0.0,21084.0
2023-01-02 13:00:00+01:00,250.0,10911.0,1414.0,295.0,233.0,1404.0,4922.0,0,0.0,21115.0
2023-01-02 14:00:00+01:00,249.0,11024.0,1466.0,297.0,373.0,772.0,5303.0,0,134.0,20818.0
2023-01-02 15:00:00+01:00,250.0,11100.0,1532.0,296.0,711.0,201.0,5647.0,0,393.0,21139.0
2023-01-02 16:00:00+01:00,249.0,11469.0,1678.0,295.0,1189.0,11.0,6006.0,0,856.0,22016.0
2023-01-02 17:00:00+01:00,249.0,11444.0,1634.0,294.0,1078.0,0.0,6217.0,0,746.0,22086.0
2023-01-02 18:00:00+01:00,249.0,11110.0,1476.0,292.0,958.0,0.0,6492.0,0,627.0,21804.0
